filename,category,wikimedia_url,page_title,license,author,description,download_date,file_size,width,height
Scribe_11.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/4/43/Scribe_11.jpg,File:Scribe 11.jpg,CC BY-SA 4.0,Anup Raj Rai,,2026-02-26T15:48:59.593373,1477871,2560,1536
Scribe_12.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/b/b3/Scribe_12.jpg,File:Scribe 12.jpg,CC BY-SA 4.0,Anup Raj Rai,,2026-02-26T15:49:18.952701,2065810,2560,1536
Scribe_15.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/a/af/Scribe_15.jpg,File:Scribe 15.jpg,CC BY-SA 4.0,Anup Raj Rai,,2026-02-26T15:49:20.262621,1529981,2560,1536
Scribe_18.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/5/58/Scribe_18.jpg,File:Scribe 18.jpg,CC BY-SA 4.0,Anup Raj Rai,,2026-02-26T15:49:23.440722,1865624,1536,2560
Shade_of_god.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/2/2a/Shade_of_god.jpg,File:Shade of god.jpg,CC BY-SA 4.0,Sthasourik,A dog taking nap under the shade of a monument in hot summer on Swyambhunath Kathmandu..,2026-02-26T15:49:42.602099,1732015,3000,4000
Shyambhonath_Passage.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/3/39/Shyambhonath_Passage.jpg,File:Shyambhonath Passage.jpg,CC BY-SA 4.0,Dipesh,,2026-02-26T15:49:45.472082,5827087,3456,4608
Shyanmbunath_after_earthquake.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/8/84/Shyanmbunath_after_earthquake.jpg,File:Shyanmbunath after earthquake.jpg,CC BY-SA 4.0,Dipesh,,2026-02-26T15:49:47.130720,1624326,4608,3456
Siddhababa_Temple.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/d/dd/Siddhababa_Temple.jpg,File:Siddhababa Temple.jpg,CC BY-SA 4.0,Gaurav Dhwaj Khadka,,2026-02-26T15:50:06.206922,5615260,3456,4608
"Smoke_of_Hope_at_Swayambhunath,.jpg",Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/9/94/Smoke_of_Hope_at_Swayambhunath%2C.jpg,"File:Smoke of Hope at Swayambhunath,.jpg",CC BY-SA 4.0,sushan116,,2026-02-26T15:50:07.483111,140581,2048,1365
Sowayambhu5.JPG,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/2/25/Sowayambhu5.JPG,File:Sowayambhu5.JPG,CC BY-SA 3.0,जनक राज भट्ट,This is a photo of a monument in Nepal identified by the ID,2026-02-26T15:50:26.074701,2291999,4000,3000
Soyambhu_Kathmandu_Nepal_(132)_(5112569478).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/1/10/Soyambhu_Kathmandu_Nepal_%28132%29_%285112569478%29.jpg,File:Soyambhu Kathmandu Nepal (132) (5112569478).jpg,CC BY 2.0,"S Pakhrin from DC, USA",Soyambhu Kathmandu Nepal (132),2026-02-26T15:50:27.761553,2813815,3264,2448
Soyambhu_Kathmandu_Nepal_(59)_(5112457596).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/5/55/Soyambhu_Kathmandu_Nepal_%2859%29_%285112457596%29.jpg,File:Soyambhu Kathmandu Nepal (59) (5112457596).jpg,CC BY 2.0,"S Pakhrin from DC, USA",Soyambhu Kathmandu Nepal (59),2026-02-26T15:50:30.245783,3187323,3264,2448
Soyambhu_Kathmandu_Nepal_(73)_(5111884133).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/3/38/Soyambhu_Kathmandu_Nepal_%2873%29_%285111884133%29.jpg,File:Soyambhu Kathmandu Nepal (73) (5111884133).jpg,CC BY 2.0,"S Pakhrin from DC, USA",Soyambhu Kathmandu Nepal (73),2026-02-26T15:50:51.102077,2245482,3264,2448
Soyambhu_Kathmandu_Nepal_(8528719357).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/c/cc/Soyambhu_Kathmandu_Nepal_%288528719357%29.jpg,File:Soyambhu Kathmandu Nepal (8528719357).jpg,CC BY 2.0,"S Pakhrin from DC, USA",,2026-02-26T15:50:52.830152,4549719,3648,2736
Soyambhu_Kathmandu_Nepal_(8528725543).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/f/f6/Soyambhu_Kathmandu_Nepal_%288528725543%29.jpg,File:Soyambhu Kathmandu Nepal (8528725543).jpg,CC BY 2.0,"S Pakhrin from DC, USA",,2026-02-26T15:50:54.151056,4148707,3648,2736
Soyambhu_Kathmandu_Nepal_(8528872753).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/4/4f/Soyambhu_Kathmandu_Nepal_%288528872753%29.jpg,File:Soyambhu Kathmandu Nepal (8528872753).jpg,CC BY 2.0,"S Pakhrin from DC, USA",,2026-02-26T15:51:13.657795,3867269,3648,2736
Soyambhu_Kathmandu_Nepal_(8528878977).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/3/36/Soyambhu_Kathmandu_Nepal_%288528878977%29.jpg,File:Soyambhu Kathmandu Nepal (8528878977).jpg,CC BY 2.0,"S Pakhrin from DC, USA",,2026-02-26T15:51:16.849050,2761822,3648,2736
Soyambhu_Kathmandu_Nepal_(8528924013).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/d/d9/Soyambhu_Kathmandu_Nepal_%288528924013%29.jpg,File:Soyambhu Kathmandu Nepal (8528924013).jpg,CC BY 2.0,"S Pakhrin from DC, USA",,2026-02-26T15:51:36.898077,3857867,2736,3648
Soyambhu_Kathmandu_Nepal_(8528935205).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/4/4c/Soyambhu_Kathmandu_Nepal_%288528935205%29.jpg,File:Soyambhu Kathmandu Nepal (8528935205).jpg,CC BY 2.0,"S Pakhrin from DC, USA",,2026-02-26T15:51:38.789092,3022519,2736,3648
Soyambhu_Kathmandu_Nepal_(8528947953).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/d/d9/Soyambhu_Kathmandu_Nepal_%288528947953%29.jpg,File:Soyambhu Kathmandu Nepal (8528947953).jpg,CC BY 2.0,"S Pakhrin from DC, USA",,2026-02-26T15:51:40.430611,4438784,3648,2736
Soyambhu_Kathmandu_Nepal_(8529843072).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/b/b6/Soyambhu_Kathmandu_Nepal_%288529843072%29.jpg,File:Soyambhu Kathmandu Nepal (8529843072).jpg,CC BY 2.0,"S Pakhrin from DC, USA",,2026-02-26T15:51:59.971624,4541005,3648,2736
Soyambhu_Kathmandu_Nepal_(8529908250).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/b/b3/Soyambhu_Kathmandu_Nepal_%288529908250%29.jpg,File:Soyambhu Kathmandu Nepal (8529908250).jpg,CC BY 2.0,"S Pakhrin from DC, USA",,2026-02-26T15:52:01.673832,4078888,2736,3648
Soyambhu_Kathmandu_Nepal_(8529926058).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/7/78/Soyambhu_Kathmandu_Nepal_%288529926058%29.jpg,File:Soyambhu Kathmandu Nepal (8529926058).jpg,CC BY 2.0,"S Pakhrin from DC, USA",,2026-02-26T15:52:20.467266,4067478,2736,3648
Soyambhu_Kathmandu_Nepal_(8529971578).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/0/07/Soyambhu_Kathmandu_Nepal_%288529971578%29.jpg,File:Soyambhu Kathmandu Nepal (8529971578).jpg,CC BY 2.0,"S Pakhrin from DC, USA",,2026-02-26T15:52:21.747431,3663304,2736,3648
Soyambhu_Kathmandu_Nepal_(8530003896).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/f/fd/Soyambhu_Kathmandu_Nepal_%288530003896%29.jpg,File:Soyambhu Kathmandu Nepal (8530003896).jpg,CC BY 2.0,"S Pakhrin from DC, USA",,2026-02-26T15:52:23.281659,3770318,3648,2736
Soyambhu_Kathmandu_Nepal_(8530015838).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/e/eb/Soyambhu_Kathmandu_Nepal_%288530015838%29.jpg,File:Soyambhu Kathmandu Nepal (8530015838).jpg,CC BY 2.0,"S Pakhrin from DC, USA",,2026-02-26T15:52:42.891830,3543581,3648,2736
Soyambhu_Kathmandu_Nepal_(95)_(5111919119).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/6/6f/Soyambhu_Kathmandu_Nepal_%2895%29_%285111919119%29.jpg,File:Soyambhu Kathmandu Nepal (95) (5111919119).jpg,CC BY 2.0,"S Pakhrin from DC, USA",Soyambhu Kathmandu Nepal (95),2026-02-26T15:52:44.822044,2144818,2448,3264
Soyambhu_Kathmandu_Nepal_(99)_(5112523560).jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/d/d3/Soyambhu_Kathmandu_Nepal_%2899%29_%285112523560%29.jpg,File:Soyambhu Kathmandu Nepal (99) (5112523560).jpg,CC BY 2.0,"S Pakhrin from DC, USA",Soyambhu Kathmandu Nepal (99),2026-02-26T15:53:03.946432,2745542,2448,3264
Sterik_06.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/a/ab/Sterik_06.jpg,File:Sterik 06.jpg,CC BY-SA 4.0,Anup Raj Rai,,2026-02-26T15:53:05.571852,1686877,1536,2560
Stupas_view.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/1/18/Stupas_view.jpg,File:Stupas view.jpg,CC BY-SA 3.0,Holynow,A view of Nepalese stupas,2026-02-26T15:53:08.377301,512970,2048,1536
Sunset_from_Swayambhunath.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/0/0f/Sunset_from_Swayambhunath.jpg,File:Sunset from Swayambhunath.jpg,CC BY 4.0,Immanuelle,,2026-02-26T15:53:28.204215,2792644,4032,3024
Swayabhunath_Temple-IMG_3265.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/4/49/Swayabhunath_Temple-IMG_3265.jpg,File:Swayabhunath Temple-IMG 3265.jpg,CC BY-SA 4.0,Bijaya2043,,2026-02-26T15:53:31.830290,16539174,5472,3648
Swayabhunath_Temple-IMG_3282.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/8/8a/Swayabhunath_Temple-IMG_3282.jpg,File:Swayabhunath Temple-IMG 3282.jpg,CC BY-SA 4.0,Bijaya2043,,2026-02-26T15:53:51.760870,13805569,3648,5472
Swayabhunath_Temple-IMG_3346.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/9/9b/Swayabhunath_Temple-IMG_3346.jpg,File:Swayabhunath Temple-IMG 3346.jpg,CC BY-SA 4.0,Bijaya2043,,2026-02-26T15:53:53.001696,15051392,5472,3648
Swayabhunath_Temple-IMG_3347.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/b/b3/Swayabhunath_Temple-IMG_3347.jpg,File:Swayabhunath Temple-IMG 3347.jpg,CC BY-SA 4.0,Bijaya2043,,2026-02-26T15:53:54.749784,14604181,5472,3648
Swayabhunath_Temple-IMG_3349.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/9/94/Swayabhunath_Temple-IMG_3349.jpg,File:Swayabhunath Temple-IMG 3349.jpg,CC BY-SA 4.0,Bijaya2043,,2026-02-26T15:54:13.830147,14565622,5472,3648
Swayambhu_Stupa.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/8/8d/Swayambhu_Stupa.jpg,File:Swayambhu Stupa.jpg,CC BY-SA 4.0,Anupclick,"Swayambhunath is also known as the Monkey Temple as there are holy monkeys living in the north-west parts of the temple. They are holy because Manjushri, the bodhisattva of wisdom and learning was raising the hill which the Swayambhunath Temple stands on. He was supposed to leave his hair short but he made it grow long and head lice grew. It is said that the head lice transformed into these monkeys. Manjusri had a vision of the lotus at Swayambhu and traveled there to worship it. Seeing that the valley can be good settlement and to make the site more accessible to human pilgrims, he cut a gorge at Chovar. The water drained out of the lake, leaving the valley in which Kathmandu now lies. The lotus was transformed into a hill and the flower became the Swayambhunath stupa.",2026-02-26T15:54:18.062206,3360493,4829,3299
"Swayambhu,_Kathmandu_20170304_134811.jpg",Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/d/d0/Swayambhu%2C_Kathmandu_20170304_134811.jpg,"File:Swayambhu, Kathmandu 20170304 134811.jpg",CC BY-SA 4.0,Ricky Partel,,2026-02-26T15:54:37.471930,6778437,4128,3096
"Swayambhu,_Kathmandu_20170304_140355.jpg",Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/9/98/Swayambhu%2C_Kathmandu_20170304_140355.jpg,"File:Swayambhu, Kathmandu 20170304 140355.jpg",CC BY-SA 4.0,Ricky Partel,,2026-02-26T15:54:38.768446,4052562,4128,3096
"Swayambhu,_Kathmandu_20170304_140400.jpg",Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/1/11/Swayambhu%2C_Kathmandu_20170304_140400.jpg,"File:Swayambhu, Kathmandu 20170304 140400.jpg",CC BY-SA 4.0,Ricky Partel,,2026-02-26T15:54:57.761082,3889481,4128,3096
Swayambhunath_(Monkey_Temple)_Nepal_IMG_8207_2018_48.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/5/5f/Swayambhunath_%28Monkey_Temple%29_Nepal_IMG_8207_2018_48.jpg,File:Swayambhunath (Monkey Temple) Nepal IMG 8207 2018 48.jpg,CC BY-SA 4.0,Hari Paudyel,"Swayambhunath (Devanagari: स्वयम्भू स्तूप; Nepal Bhasa: स्वयंभू; sometimes Swayambu or Swoyambhu) is an ancient religious architecture atop a hill in the Kathmandu Valley, west of Kathmandu city. The Tibetan name for the site means 'Sublime Trees' (Wylie: Phags.pa Shing.kun), for the many varieties of trees found on the hill. However, Shing.kun may be a corruption of the local Nepal Bhasa name for the complex, Singgu, meaning 'self-sprung'.[1] For the Buddhist Newars, in whose mythological history and origin myth as well as day-to-day religious practice Swayambhunath occupies a central position, it is probably the most sacred among Buddhist pilgrimage sites. For Tibetans and followers of Tibetan Buddhism, it is second only to Boudha.",2026-02-26T15:54:59.692507,2024703,3000,4000
Swayambhunath_Area_13.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/8/8c/Swayambhunath_Area_13.jpg,File:Swayambhunath Area 13.jpg,CC BY-SA 4.0,Acharya Bipin,"Swayambhunath Stupa is the most ancient and enigmatic holy shrines in Kathmandu valley.Swayambhunath's worshippers include Hindus, Vajrayana Buddhists of northern Nepal and Tibet.",2026-02-26T15:55:20.027792,7730841,8704,4352
Swayambhunath_from_a_distant_street.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/5/5c/Swayambhunath_from_a_distant_street.jpg,File:Swayambhunath from a distant street.jpg,CC BY 4.0,Immanuelle,,2026-02-26T15:55:21.359662,4007624,4032,3024
Swayambhunath_Mani_Stone.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/8/8b/Swayambhunath_Mani_Stone.jpg,File:Swayambhunath Mani Stone.jpg,CC BY 4.0,Immanuelle,,2026-02-26T15:55:24.568245,4477229,4032,3024
Swayambhunath_on_1st_December_2024_20.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/e/e4/Swayambhunath_on_1st_December_2024_20.jpg,File:Swayambhunath on 1st December 2024 20.jpg,CC BY-SA 4.0,Goutam1962,Swayambhu Mahachaitya is an ancient religious complex atop a hill in the Kathmandu,2026-02-26T15:55:46.725953,4736957,5472,3648
Swayambhunath_on_1st_December_2024_22.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/c/cb/Swayambhunath_on_1st_December_2024_22.jpg,File:Swayambhunath on 1st December 2024 22.jpg,CC BY-SA 4.0,Goutam1962,Swayambhu Mahachaitya is an ancient religious complex atop a hill in the Kathmandu,2026-02-26T15:55:48.339361,5148018,5472,3648
Swayambhunath_on_1st_December_2024_23.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/0/05/Swayambhunath_on_1st_December_2024_23.jpg,File:Swayambhunath on 1st December 2024 23.jpg,CC BY-SA 4.0,Goutam1962,Swayambhu Mahachaitya is an ancient religious complex atop a hill in the Kathmandu,2026-02-26T15:55:49.856858,6126103,5472,3648
Swayambhunath_on_1st_December_2024_25.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/8/8c/Swayambhunath_on_1st_December_2024_25.jpg,File:Swayambhunath on 1st December 2024 25.jpg,CC BY-SA 4.0,Goutam1962,Swayambhu Mahachaitya is an ancient religious complex atop a hill in the Kathmandu,2026-02-26T15:55:52.314752,7608909,5472,3648
Swayambhunath_on_1st_December_2024_28.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/4/4c/Swayambhunath_on_1st_December_2024_28.jpg,File:Swayambhunath on 1st December 2024 28.jpg,CC BY-SA 4.0,Goutam1962,Swayambhu Mahachaitya is an ancient religious complex atop a hill in the Kathmandu,2026-02-26T15:56:12.127627,7024833,5472,3648
Swayambhunath_on_1st_December_2024_31.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/0/07/Swayambhunath_on_1st_December_2024_31.jpg,File:Swayambhunath on 1st December 2024 31.jpg,CC BY-SA 4.0,Goutam1962,Swayambhu Mahachaitya is an ancient religious complex atop a hill in the Kathmandu,2026-02-26T15:56:14.083678,5610385,3648,5472
Swayambhunath_on_1st_December_2024_35.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/f/fa/Swayambhunath_on_1st_December_2024_35.jpg,File:Swayambhunath on 1st December 2024 35.jpg,CC BY-SA 4.0,Goutam1962,Swayambhu Mahachaitya is an ancient religious complex atop a hill in the Kathmandu,2026-02-26T15:56:15.367409,5482295,5472,3648
Swayambhunath_on_1st_December_2024_38.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/5/58/Swayambhunath_on_1st_December_2024_38.jpg,File:Swayambhunath on 1st December 2024 38.jpg,CC BY-SA 4.0,Goutam1962,Swayambhu Mahachaitya is an ancient religious complex atop a hill in the Kathmandu,2026-02-26T15:56:36.154304,5910981,5472,3648
Swayambhunath_on_1st_December_2024_39.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/e/ec/Swayambhunath_on_1st_December_2024_39.jpg,File:Swayambhunath on 1st December 2024 39.jpg,CC BY-SA 4.0,Goutam1962,Swayambhu Mahachaitya is an ancient religious complex atop a hill in the Kathmandu,2026-02-26T15:56:38.397089,5128283,3648,5472
Swayambhunath_on_1st_December_2024_40.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/e/e8/Swayambhunath_on_1st_December_2024_40.jpg,File:Swayambhunath on 1st December 2024 40.jpg,CC BY-SA 4.0,Goutam1962,Swayambhu Mahachaitya is an ancient religious complex atop a hill in the Kathmandu,2026-02-26T15:56:58.346791,6280557,3648,5472
Swayambhunath_on_1st_December_2024_45.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/9/96/Swayambhunath_on_1st_December_2024_45.jpg,File:Swayambhunath on 1st December 2024 45.jpg,CC BY-SA 4.0,Goutam1962,Swayambhu Mahachaitya is an ancient religious complex atop a hill in the Kathmandu,2026-02-26T15:57:00.422659,6918767,5472,3648
Swayambhunath_on_1st_December_2024_49.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/4/4d/Swayambhunath_on_1st_December_2024_49.jpg,File:Swayambhunath on 1st December 2024 49.jpg,CC BY-SA 4.0,Goutam1962,Swayambhu Mahachaitya is an ancient religious complex atop a hill in the Kathmandu,2026-02-26T15:57:19.256165,6210186,5472,3648
Swayambhunath_on_1st_December_2024_50.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/7/74/Swayambhunath_on_1st_December_2024_50.jpg,File:Swayambhunath on 1st December 2024 50.jpg,CC BY-SA 4.0,Goutam1962,Swayambhu Mahachaitya is an ancient religious complex atop a hill in the Kathmandu,2026-02-26T15:57:20.804803,3864405,3648,5472
Swayambhunath_on_1st_December_2024_61.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/b/b7/Swayambhunath_on_1st_December_2024_61.jpg,File:Swayambhunath on 1st December 2024 61.jpg,CC BY-SA 4.0,Goutam1962,"According to Swayambhu Purana, the entire valley was once filled with an enormous lake, out of which grew a lotus. The valley came to be known as Swayambhu, meaning ""Self-Created."" The name comes from an eternal self-existent flame (svyaṃbhu) over which a sūpa was later built.",2026-02-26T15:57:40.337558,5716047,3648,5472
Swayambhunath_on_1st_December_2024_62.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/4/46/Swayambhunath_on_1st_December_2024_62.jpg,File:Swayambhunath on 1st December 2024 62.jpg,CC BY-SA 4.0,Goutam1962,"According to Swayambhu Purana, the entire valley was once filled with an enormous lake, out of which grew a lotus. The valley came to be known as Swayambhu, meaning ""Self-Created."" The name comes from an eternal self-existent flame (svyaṃbhu) over which a sūpa was later built.",2026-02-26T15:57:42.400616,5607616,3648,5472
Swayambhunath_on_1st_December_2024_63.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/6/6c/Swayambhunath_on_1st_December_2024_63.jpg,File:Swayambhunath on 1st December 2024 63.jpg,CC BY-SA 4.0,Goutam1962,"According to Swayambhu Purana, the entire valley was once filled with an enormous lake, out of which grew a lotus. The valley came to be known as Swayambhu, meaning ""Self-Created."" The name comes from an eternal self-existent flame (svyaṃbhu) over which a sūpa was later built.",2026-02-26T15:58:03.699773,5736600,5472,3072
Swayambhunath_on_1st_December_2024_74.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/b/b7/Swayambhunath_on_1st_December_2024_74.jpg,File:Swayambhunath on 1st December 2024 74.jpg,CC BY-SA 4.0,Goutam1962,"According to Swayambhu Purana, the entire valley was once filled with an enormous lake, out of which grew a lotus. The valley came to be known as Swayambhu, meaning ""Self-Created."" The name comes from an eternal self-existent flame (svyaṃbhu) over which a sūpa was later built.",2026-02-26T15:58:05.251022,3661332,3072,5472
Swayambhunath_on_1st_December_2024_75.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/4/4c/Swayambhunath_on_1st_December_2024_75.jpg,File:Swayambhunath on 1st December 2024 75.jpg,CC BY-SA 4.0,Goutam1962,"According to Swayambhu Purana, the entire valley was once filled with an enormous lake, out of which grew a lotus. The valley came to be known as Swayambhu, meaning ""Self-Created."" The name comes from an eternal self-existent flame (svyaṃbhu) over which a sūpa was later built.",2026-02-26T15:58:24.603360,4721474,5472,3648
Swayambhunath_on_1st_December_2024_76.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/f/fe/Swayambhunath_on_1st_December_2024_76.jpg,File:Swayambhunath on 1st December 2024 76.jpg,CC BY-SA 4.0,Goutam1962,"According to Swayambhu Purana, the entire valley was once filled with an enormous lake, out of which grew a lotus. The valley came to be known as Swayambhu, meaning ""Self-Created."" The name comes from an eternal self-existent flame (svyaṃbhu) over which a sūpa was later built.",2026-02-26T15:58:26.509649,4387617,5472,3648
Swayambhunath_on_1st_December_2024_77.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/0/01/Swayambhunath_on_1st_December_2024_77.jpg,File:Swayambhunath on 1st December 2024 77.jpg,CC BY-SA 4.0,Goutam1962,"According to Swayambhu Purana, the entire valley was once filled with an enormous lake, out of which grew a lotus. The valley came to be known as Swayambhu, meaning ""Self-Created."" The name comes from an eternal self-existent flame (svyaṃbhu) over which a sūpa was later built.",2026-02-26T15:58:46.011732,7607504,3648,5472
Swayambhunath_Premises_2016_103.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/1/18/Swayambhunath_Premises_2016_103.jpg,File:Swayambhunath Premises 2016 103.jpg,CC BY-SA 4.0,Nabin K. Sapkota,,2026-02-26T15:58:47.709473,5482156,5184,3456
Swayambhunath_Premises_2016_122.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/e/ef/Swayambhunath_Premises_2016_122.jpg,File:Swayambhunath Premises 2016 122.jpg,CC BY-SA 4.0,Nabin K. Sapkota,,2026-02-26T15:59:07.237773,5071575,5184,3456
Swayambhunath_View.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/d/d7/Swayambhunath_View.jpg,File:Swayambhunath View.jpg,CC BY 4.0,MichelaGrasso99,,2026-02-26T15:59:10.712030,2125662,3024,4032
Swayambhunath-111.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/9/94/Swayambhunath-111.jpg,File:Swayambhunath-111.jpg,CC BY 4.0,Immanuelle,,2026-02-26T15:59:30.236054,5255479,3024,4032
Swayambhunath-129.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/6/6f/Swayambhunath-129.jpg,File:Swayambhunath-129.jpg,CC BY 4.0,Immanuelle,,2026-02-26T15:59:33.211911,4256757,4032,3024
Swayambhunath-66.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/6/6f/Swayambhunath-66.jpg,File:Swayambhunath-66.jpg,CC BY 4.0,Immanuelle,,2026-02-26T15:59:53.476409,6006410,4032,3024
Swayambhunath-67.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/1/16/Swayambhunath-67.jpg,File:Swayambhunath-67.jpg,CC BY 4.0,Immanuelle,,2026-02-26T15:59:55.231017,5537813,4032,3024
Swayambhunath-76.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/1/1f/Swayambhunath-76.jpg,File:Swayambhunath-76.jpg,CC BY 4.0,Immanuelle,,2026-02-26T16:00:14.983201,3959875,3024,4032
Swayambhunath-91.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/2/2d/Swayambhunath-91.jpg,File:Swayambhunath-91.jpg,CC BY 4.0,Immanuelle,,2026-02-26T16:00:16.984294,5427720,3024,4032
Swayambhunath-97.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/f/f7/Swayambhunath-97.jpg,File:Swayambhunath-97.jpg,CC BY 4.0,Immanuelle,,2026-02-26T16:00:36.722262,5386312,3024,4032
Swayambhunath-98.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/0/04/Swayambhunath-98.jpg,File:Swayambhunath-98.jpg,CC BY 4.0,Immanuelle,,2026-02-26T16:00:38.169292,4308703,3024,4032
Swayambhunath-Temple_24.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/2/26/Swayambhunath-Temple_24.jpg,File:Swayambhunath-Temple 24.jpg,CC BY-SA 4.0,Milan Paudyal,"Swayambhunath Temple (also known as Monkey Temple) is an ancient religious architecture atop a hill in the Kathmandu Valley,",2026-02-26T16:00:57.506052,2048059,3264,2448
Swayanbunath_1.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/a/aa/Swayanbunath_1.jpg,File:Swayanbunath 1.jpg,CC BY-SA 4.0,Vincent Granouillac,,2026-02-26T16:00:58.902316,1768803,1520,2288
Swayanbunath_2.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/e/e0/Swayanbunath_2.jpg,File:Swayanbunath 2.jpg,CC BY-SA 4.0,Vincent Granouillac,,2026-02-26T16:01:17.918196,2490368,2288,1520
Swayanbunath_4.jpg,Swayambhunath,https://upload.wikimedia.org/wikipedia/commons/f/f0/Swayanbunath_4.jpg,File:Swayanbunath 4.jpg,CC BY-SA 4.0,Vincent Granouillac,,2026-02-26T16:01:19.195091,2129920,2288,1520
